Contig	viruses_3097x_sr.mmi.139536_S27_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139537_S33_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139538_S35_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139539_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139540_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139541_S25_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139542_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139543_S12_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139544_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139545_S147_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139546_S148_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139547_S149_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139548_S150_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139549_S151_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139550_S152_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139551_S153_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139552_S154_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139553_S155_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139554_S156_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139555_S157_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139556_S158_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139557_S159_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139558_S160_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139560_S161_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139561_S162_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139562_S163_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139563_S164_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139564_S165_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139565_S166_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139566_S167_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139567_S168_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139568_S169_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139569_S170_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139570_S171_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139571_S172_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139572_S173_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139573_S174_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139574_S175_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139575_S176_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139576_S177_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139577_S178_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139578_S179_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139579_S180_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139580_S181_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139581_S182_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139582_S183_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139583_S184_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139584_S185_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139585_S186_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139586_S187_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139587_S188_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139588_S189_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139589_S190_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.139590_S191_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3106_S36_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3107_S37_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3108_S38_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3109_S39_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3110_S40_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3111_S41_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3112_S42_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3113_S43_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD3114_S44_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9007_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9008_S2_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9009_S3_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9010_S4_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9011_COM_R1_001.fastq.gz_filtered Read Count	viruses_3097x_sr.mmi.SD9012_S6_R1_001.fastq.gz_filtered Read Count
SD4469_S24_NODE_5_length_92783_cov_25.868034	0	0	0	4	1	0	5	0	1	175	6	21	0	6	2	0	0	1	232	3644	405	4951	480	427	393	136	417	50	252	44	1559	655	49	12	139	455	35	23	151	12	4	79	40	4	80	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	996	1080	45	177	175	244
SD4469_S24_NODE_7_length_79478_cov_12.949484	1	0	0	8	4	2	8	0	8	822	167	225	157	157	219	2	0	0	32	367	176	2950	908	1103	63	16	79	2	4	6	74	70	10	0	28	19	0	0	8	0	0	2	3	2	4	2	0	4	0	0	2	0	0	0	0	0	2	2	0	0	2	0	0	29	72	2	7	0	23
SD4469_S24_NODE_10_length_71320_cov_35.925691	13	19	22	102	111	43	127	66	132	2021	396	626	467	601	595	0	16	2	1863	4999	2747	3144	1327	1707	128	159	376	161	66	151	1816	1281	707	26	270	126	409	453	414	99	121	435	122	100	977	3	2	10	1	8	2	2	3	7	2	1	3	10	7	6	13	14	7	2622	2677	324	297	113	173
SD4469_S24_NODE_11_length_69442_cov_9.313847	23	20	41	226	205	109	156	53	97	779	362	542	186	220	193	18	37	14	942	492	497	656	311	275	64	37	94	896	828	857	576	759	365	35	100	65	222	146	286	66	86	251	58	73	303	22	25	57	35	22	50	4	6	4	3	5	6	16	3	13	5	9	9	2205	1210	250	100	69	52
SD4469_S24_NODE_28_length_47116_cov_9.223644	32	42	21	1276	1327	557	775	227	437	1456	474	856	685	781	684	54	350	578	288	328	127	795	351	357	96	122	273	543	73	307	351	687	431	38	169	40	146	137	47	30	52	79	8	32	114	28	65	79	28	27	48	0	7	12	0	0	4	11	10	3	4	0	7	758	586	131	83	18	25
SD4469_S24_NODE_30_length_45860_cov_7.223161	0	0	0	42	32	26	44	12	28	4	2	0	0	4	0	0	4	4	48	43	12	345	52	30	10	4	32	0	2	2	72	36	10	0	9	15	0	0	4	0	0	12	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	107	2	35	10	2
SD4469_S24_NODE_31_length_45779_cov_15.425627	0	0	0	39	5	14	24	3	8	0	0	0	8	13	16	0	14	0	10	4	2	453	74	75	14	23	114	0	2	5	164	143	61	17	58	46	2	1	0	0	2	33	2	6	45	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1574	806	38	110	25	25
SD4469_S24_NODE_33_length_44704_cov_15.444327	1	3	0	55	51	13	29	12	25	1263	171	309	129	210	134	0	2	0	48	206	51	326	77	37	32	33	71	38	13	21	171	92	37	5	14	10	48	16	66	9	8	26	19	13	43	0	2	1	0	0	0	0	0	0	2	0	0	15	5	3	10	6	3	339	242	26	11	4	6
SD4469_S24_NODE_35_length_44373_cov_11.086351	474	628	595	657	709	312	373	43	50	368	132	347	52	49	56	4	2	10	179	428	185	451	185	208	34	40	34	140	31	79	119	116	51	2	17	1	1256	1165	706	22	39	69	0	0	19	6	3	2	1	2	0	1	1	0	10	7	9	16	11	15	22	25	14	223	250	29	13	6	6
SD4469_S24_NODE_36_length_44255_cov_5.696659	0	0	0	16	12	7	24	2	8	0	0	0	2	0	0	0	2	2	336	132	72	384	139	123	36	22	52	2	0	0	2	6	2	15	34	8	0	0	0	0	0	0	0	0	13	8	13	10	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	19	0	67	49	22
SD4469_S24_NODE_38_length_44084_cov_6.331515	0	0	0	48	46	12	30	13	10	4	0	0	25	53	38	1	2	3	5	2	0	161	19	21	13	32	80	10	25	2	193	209	81	22	63	6	0	0	0	0	4	8	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	4	4	1167	639	29	32	25	17
SD4469_S24_NODE_40_length_42327_cov_16.264000	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	2	7	4	0	2	2	196	28	13	15	31	127	0	0	0	7	3	0	14	34	40	0	0	0	0	1	21	104	136	1324	2	0	0	0	0	2	2	2	3	0	0	0	0	0	0	0	0	2	35	53	3	128	31	45
SD4469_S24_NODE_41_length_41822_cov_16.804072	0	0	0	0	0	0	0	2	0	3049	1580	1631	3699	5588	5312	38	2	20	24	81	26	1272	918	874	111	104	364	2	2	0	92	87	58	39	83	54	0	0	0	0	0	10	14	28	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	347	337	28	215	38	61
SD4469_S24_NODE_43_length_40304_cov_8.374997	0	0	0	1	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	6	0	123	2	4	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	6	4	10	0	0	0	0	0	2	10	16	15	5	10	0	10	0	1
SD4469_S24_NODE_44_length_40223_cov_5.038933	0	0	0	2	0	0	1	4	4	0	0	0	2	2	4	0	49	8	0	2	0	84	20	2	140	327	1033	0	0	0	26	8	0	10	109	84	0	0	0	2	2	15	22	47	473	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	388	266	2	417	132	141
SD4469_S24_NODE_45_length_39955_cov_6.192111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	114	8	6	0	0	5	0	0	0	18	28	2	0	6	0	0	0	0	0	0	2	0	6	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	265	131	4	8	0	6
SD4469_S24_NODE_46_length_39755_cov_5.955063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	130	10	0	0	4	2	0	0	0	4	0	0	0	2	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15	0	10	10	4
SD4469_S24_NODE_47_length_39487_cov_25.437478	37	62	67	84	85	15	27	3	0	83	92	117	8	3	0	0	0	2	21671	9442	11972	6134	5126	6973	72	4	172	60	27	38	67	99	52	8	40	2	35	36	45	15	17	31	2	0	2	21	29	29	15	18	19	3	2	4	0	0	0	0	2	4	0	1	2	230	137	26	4	6	5
SD4469_S24_NODE_50_length_38584_cov_5.912665	0	0	0	14	20	12	54	40	112	6	0	0	2	2	4	0	2	2	0	0	0	89	14	10	16	6	57	0	0	0	6	0	0	0	2	8	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	41	9	10	0	4	6	42	10	2	22	6	12
SD4469_S24_NODE_51_length_37866_cov_7.236736	0	1	0	9	15	5	12	5	5	13	0	9	0	0	6	0	2	0	41	51	9	483	40	36	73	77	155	68	45	12	56	85	14	41	255	170	50	39	46	2	10	47	64	67	371	0	6	2	0	0	1	2	0	0	0	0	0	1	0	2	1	0	0	266	179	4	715	198	234
SD4469_S24_NODE_53_length_37639_cov_6.825196	0	0	0	0	2	0	0	0	0	2	0	0	6	7	14	0	2	0	0	6	4	180	42	14	2	31	34	0	0	0	2	2	0	10	8	0	0	0	0	0	0	0	4	4	50	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	54	38	0	31	10	8
SD4469_S24_NODE_55_length_37609_cov_23.613663	0	0	0	606	633	253	399	100	260	2	0	0	0	0	0	9	30	18	0	2	0	409	42	22	22	96	253	0	0	0	131	93	27	9	60	7	7	2	0	9	3	112	9	12	160	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	8	8	10	402	764	22	103	14	32
SD4469_S24_NODE_56_length_37498_cov_8.824163	0	2	0	17	29	14	24	11	22	34	32	37	0	1	1	0	0	0	18	25	6	193	21	9	0	4	23	23	6	12	16	27	14	2	36	17	6	0	2	0	1	3	3	4	43	1	7	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	4	183	139	14	56	8	14
SD4469_S24_NODE_57_length_37147_cov_9.176315	0	0	0	14	9	3	11	5	7	0	0	0	0	0	0	0	0	0	4	17	0	377	75	19	0	0	2	0	0	0	2	2	2	4	4	6	0	0	0	0	0	1	2	2	30	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	6	12	0	6	2	2
SD4469_S24_NODE_59_length_36890_cov_11.637221	6	7	7	473	616	221	311	142	249	28	25	35	94	214	314	2	6	10	582	566	254	2962	1640	1620	106	155	106	52	20	76	367	1057	648	71	388	61	19	34	2	69	143	108	211	332	960	29	5	11	29	28	43	1	2	3	6	3	12	5	4	7	1	2	0	711	521	127	111	30	28
SD4469_S24_NODE_62_length_36121_cov_13.170125	0	0	0	503	328	189	419	217	405	9	4	4	4	9	6	68	550	48	9	4	8	264	13	13	59	147	324	0	13	6	26	25	6	6	67	17	0	0	2	16	3	29	6	11	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	2	2	589	296	13	536	193	84
SD4469_S24_NODE_63_length_35801_cov_11.085489	0	0	2	33	18	11	36	21	56	10	0	0	7305	10768	9091	9143	8347	4467	0	8	4	169	48	66	162	361	1148	0	1	0	1861	1208	1359	321	299	208	3	0	2	16	21	61	103	359	2441	2	1	0	3	2	5	0	0	0	0	0	0	1	2	0	2	0	0	6242	3589	1395	330	96	122
SD4469_S24_NODE_64_length_34790_cov_7.839743	8	2	10	30	27	29	23	13	10	48	2	4	9	2	2	0	60	11	14	23	0	873	133	96	35	5	27	2	74	8	46	16	0	12	14	92	0	0	0	0	0	0	4	2	8	0	4	4	3	8	28	0	9	14	9	28	36	12	2	2	0	0	0	144	55	4	32	66	68
SD4469_S24_NODE_66_length_34500_cov_9.242658	30	13	10	287	288	114	216	54	118	57	37	34	64	50	83	2	1	9	129	173	96	435	238	188	11	6	27	220	36	120	155	118	127	20	40	17	52	63	22	69	65	78	6	7	75	53	44	50	59	54	79	36	20	19	5	8	8	4	6	7	2	3	6	526	309	107	33	9	3
SD4469_S24_NODE_67_length_34455_cov_7.452528	6	0	0	123	112	46	69	10	23	6	0	3	0	0	2	0	2	0	8	21	2	461	68	35	126	183	430	15	5	16	20	17	16	27	236	120	46	36	20	1	3	11	14	3	67	132	130	224	35	38	87	27	39	91	42	29	55	75	25	36	11	15	19	108	113	8	1193	297	289
SD4469_S24_NODE_69_length_34254_cov_10.562103	0	0	0	141	121	72	96	29	25	7	2	3	13	21	24	12	130	10	6	11	5	183	16	12	30	45	105	0	7	1	17	26	2	2	18	13	0	0	0	8	9	34	2	7	23	0	1	0	0	0	0	0	2	3	1	2	0	0	0	0	6	11	10	300	116	0	70	60	47
SD4469_S24_NODE_70_length_34233_cov_7.694988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	199	4	6	388	1421	4357	0	0	2	44	28	4	20	294	211	0	0	0	0	0	16	36	94	858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	521	12	1292	431	361
SD4469_S24_NODE_71_length_33983_cov_5.755648	0	0	0	2	2	2	1	2	0	0	1	2	0	1	1	0	0	0	3861	2294	4320	1818	1703	2076	4	1	31	7	10	14	18	44	45	5	55	2	36	38	12	6	4	9	1	4	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	134	10	31	0	0
SD4469_S24_NODE_76_length_33368_cov_6.071941	0	0	0	35	35	23	44	23	44	0	2	4	0	0	1	8	73	19	10	2	0	199	24	14	11	29	43	4	0	0	8	2	2	4	62	19	0	0	2	0	0	0	12	20	89	0	0	0	0	0	0	0	0	0	0	0	0	8	2	4	2	3	2	36	18	2	260	76	59
SD4469_S24_NODE_78_length_32781_cov_18.061093	2	0	0	7	17	7	239	262	497	0	0	1	4	11	10	319	159	1218	0	4	0	300	84	77	5081	3550	6907	2	0	0	16	24	15	420	1317	491	0	0	1	0	2	7	129	259	1271	0	0	0	0	0	0	117	193	378	2	0	2	15	17	2	138	102	66	94	278	18	3880	409	1616
SD4469_S24_NODE_81_length_32360_cov_26.344949	0	1	1	5	2	0	3	1	1	62	31	51	21	18	14	0	1	0	879	2160	1117	1082	307	297	17	17	79	13	8	6	24	29	8	1	18	1	8	5	3	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	2	17	57	4	19	0	4
SD4469_S24_NODE_82_length_32356_cov_13.228632	0	0	0	173	161	95	176	85	164	50	9	12	12	12	17	28	434	49	24	22	11	166	18	16	117	224	820	4	7	2	80	26	3	8	41	31	0	0	0	0	2	7	21	17	243	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	19	16	23	544	329	14	375	90	88
SD4469_S24_NODE_86_length_31279_cov_9.930613	29	33	25	519	416	268	359	152	254	855	424	1240	8	19	32	0	2	2	4	41	38	192	21	19	4	10	34	0	4	0	8	10	2	2	9	0	15	20	5	0	2	2	0	0	2	42	30	84	4	4	5	2	0	0	3	2	5	13	10	4	10	10	11	8	45	0	4	0	4
SD4469_S24_NODE_87_length_31078_cov_6.672752	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	66	13	900	526	237	8	1	4	50	39	12	683	558	120	4	130	57	62	102	383	75	51	376	16	10	132	0	0	0	0	2	0	0	0	2	0	0	0	2	2	0	0	0	4	784	555	55	58	10	51
SD4469_S24_NODE_88_length_31022_cov_29.950881	0	3	0	4	3	1	5	4	11	8	0	6	0	0	0	0	0	0	38	73	50	385	66	40	0	4	78	0	0	2	4	8	0	7	14	3	311	205	220	2	0	32	0	8	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	11	54	78	0	31	4	0
SD4469_S24_NODE_89_length_30903_cov_39.266171	45	35	45	370	396	155	266	63	149	1814	256	365	189	218	198	6	11	8	138	634	308	1152	259	294	109	83	254	44	34	49	543	269	103	16	63	63	192	144	307	43	45	191	41	30	201	115	77	111	86	83	126	16	20	12	19	9	40	30	15	9	8	14	11	450	715	72	42	15	35
SD4469_S24_NODE_90_length_30824_cov_5.872248	0	0	0	32	40	14	19	0	2	7	0	0	0	10	8	0	38	4	0	4	0	161	8	13	6	12	16	0	0	0	52	19	0	2	7	11	0	0	0	0	0	22	2	2	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	209	108	2	12	10	2
SD4469_S24_NODE_97_length_29836_cov_8.859068	12	21	7	277	278	140	537	650	1327	201	46	84	36	68	48	21	33	67	105	272	120	376	70	33	88	80	110	26	6	18	41	44	37	33	62	30	45	27	25	1	2	10	6	6	40	0	4	2	0	1	0	0	0	0	2	0	3	62	40	20	15	16	16	111	188	20	60	12	13
SD4469_S24_NODE_106_length_29044_cov_7.673698	0	1	2	379	283	161	260	28	61	15	3	10	7	11	35	0	0	0	2	3	2	140	59	76	0	1	4	0	4	0	25	6	5	38	108	47	7	7	12	9	5	13	0	6	23	365	1054	630	79	174	162	14	6	10	9	1	7	11	12	5	35	24	15	132	209	4	498	27	72
SD4469_S24_NODE_112_length_28519_cov_4.730293	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	4	0	0	4	0	74	8	10	2	2	4	0	0	0	18	2	2	2	12	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	67	2	16	4	2
SD4469_S24_NODE_116_length_28262_cov_10.658116	0	0	0	1053	1534	552	1077	523	1057	4	0	0	0	0	4	66	145	281	0	2	0	303	35	2	696	1942	5303	2	3	6	13	11	0	47	416	111	10	8	13	57	39	262	60	299	2578	0	0	6	0	2	0	29	66	181	0	0	0	0	2	0	87	48	57	234	191	0	2033	176	286
SD4469_S24_NODE_117_length_28130_cov_7.342851	0	0	0	554	459	234	299	26	47	6	6	0	0	0	4	4	47	3	19	9	4	130	29	20	36	85	324	2	2	0	18	10	6	22	60	42	0	0	0	0	2	20	24	45	362	0	0	6	0	0	0	3	0	4	0	0	0	0	0	0	1	8	4	250	97	8	413	151	153
SD4469_S24_NODE_121_length_27316_cov_13.223466	0	0	0	29	20	6	15	6	2	30	0	1	13	8	14	2	9	0	10	11	4	217	11	10	0	11	19	2	5	2	22	4	0	0	2	0	0	0	4	2	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	4	0	5	2	10	163	54	4	4	2	2
SD4469_S24_NODE_123_length_27136_cov_9.725710	28	29	25	47	68	24	24	0	12	168	63	125	5	3	7	0	0	0	367	108	99	363	166	197	14	16	38	79	46	82	102	132	76	13	29	10	2	0	3	1	6	2	1	5	41	1	0	1	2	0	1	0	0	0	0	0	0	0	3	0	2	0	0	711	394	29	92	36	16
SD4469_S24_NODE_124_length_26987_cov_5.381643	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	2	2	4	0	0	0	10	2	0	6	26	8	0	0	0	0	0	0	17	32	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	20	0	98	10	20
SD4469_S24_NODE_128_length_26802_cov_8.320449	0	0	0	0	0	0	4	0	2	0	0	0	14	36	8	7421	5264	2149	370	98	92	2204	1275	1410	19983	10024	10137	7	14	24	232	169	181	448	479	518	4	4	4	2	2	2	12	14	103	0	0	0	0	1	5	4	0	2	0	0	0	0	0	0	2	2	0	144	320	167	1874	213	1281
SD4469_S24_NODE_132_length_26008_cov_11.218580	5	5	5	83	59	44	75	58	67	7	2	2	0	4	2	2	3	3	520	503	305	772	490	388	6	3	5	54	37	67	55	104	43	10	65	6	12	6	4	6	1	12	3	23	72	30	30	34	95	76	161	0	7	6	0	1	0	3	5	1	2	0	2	341	291	21	51	14	11
SD4469_S24_NODE_137_length_25562_cov_7.566804	0	0	0	149	123	99	158	104	175	29	5	3	0	0	0	22	431	40	4	0	2	101	17	2	40	223	593	1	10	6	46	31	6	9	88	21	0	0	1	2	0	52	39	49	557	0	0	2	0	0	0	0	0	4	2	0	0	3	0	0	12	4	8	369	208	4	528	198	146
SD4469_S24_NODE_138_length_25480_cov_5.835964	0	0	0	71	47	34	98	91	163	2	0	0	6	3	6	0	44	2	0	4	0	172	25	27	5	10	7	0	4	0	0	0	0	0	0	2	0	0	0	0	2	6	2	0	4	0	0	0	0	0	0	0	0	0	0	2	2	18	2	0	6	0	0	0	0	0	4	2	2
SD4469_S24_NODE_142_length_25148_cov_12.427107	81	113	98	254	244	75	123	8	34	143	66	119	80	112	120	6	6	17	346	471	227	692	552	612	100	39	76	10	8	10	61	91	58	1	12	8	21	40	56	10	5	15	1	0	3	0	1	0	0	0	1	0	0	0	0	0	4	14	4	0	3	1	0	35	50	14	28	0	6
SD4469_S24_NODE_143_length_25148_cov_5.186072	0	0	0	4	1	4	32	19	40	0	0	0	0	0	0	3	13	2	0	0	0	48	7	6	1	3	20	0	0	0	2	2	0	15	34	21	0	0	0	0	4	7	5	17	144	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	1	2	2	28	31	0	165	22	46
SD4469_S24_NODE_147_length_24802_cov_11.614358	0	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	4	8	2	330	88	31	8	1	10	2	0	1	2	2	0	0	4	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	0	7	2	2
SD4469_S24_NODE_150_length_24452_cov_8.637087	0	0	0	5	4	2	56	35	87	0	0	0	0	0	1	0	0	0	0	0	0	97	16	4	0	0	0	0	0	0	2	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	8	2	0	6	6	3
SD4469_S24_NODE_153_length_24129_cov_4.994138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	74	0	9	0	4	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	2	8	0	0	0	0
SD4469_S24_NODE_160_length_23824_cov_7.316208	0	0	0	348	318	147	317	82	225	47	2	16	6	3	6	3	64	17	0	12	2	102	12	2	34	52	228	2	2	0	46	29	7	5	32	27	2	0	10	6	6	82	13	20	149	2	0	10	2	1	2	1	3	11	0	0	0	0	0	0	5	7	12	86	177	16	153	17	44
SD4469_S24_NODE_171_length_22669_cov_8.905675	0	0	0	16	8	8	18	6	21	2	0	0	90	144	141	0	0	0	2	2	0	82	13	8	86	94	248	0	0	0	6	15	2	4	19	10	0	0	0	8	0	2	2	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	78	70	6	66	21	33
SD4469_S24_NODE_173_length_22336_cov_5.886922	0	0	0	185	227	103	119	35	75	0	6	0	6	12	12	33	150	9	4	4	0	332	67	42	6	19	19	0	2	0	10	21	6	4	33	2	0	0	0	6	0	39	6	8	42	0	0	0	0	0	0	0	2	5	0	0	0	2	0	0	2	3	2	95	29	2	96	12	15
SD4469_S24_NODE_174_length_22333_cov_7.521073	0	0	0	627	502	255	310	18	18	0	0	4	8	4	16	2	40	4	2	0	2	91	4	8	2	8	25	0	4	0	16	16	4	2	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	321	140	6	5	4	2
SD4469_S24_NODE_176_length_22281_cov_6.527518	0	0	0	287	269	118	180	38	55	98	14	36	15	8	12	2	58	9	15	2	14	102	29	31	20	21	56	5	23	6	25	26	9	3	11	6	2	0	2	0	0	4	1	2	20	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	262	127	2	41	9	10
SD4469_S24_NODE_177_length_22249_cov_16.057234	0	4	0	65	41	38	46	27	59	92	102	174	42	22	24	0	0	0	319	331	167	511	218	220	0	10	17	513	62	375	160	175	177	12	48	13	11	21	21	4	3	10	1	7	59	3	7	6	11	7	12	1	2	6	7	0	0	10	5	7	6	5	5	510	522	42	54	10	15
SD4469_S24_NODE_183_length_21693_cov_11.158309	0	0	0	8	5	2	6	4	9	16	8	7	11	4	2	6	79	2	4	2	0	130	16	19	67	101	259	3	6	10	4	6	6	15	87	29	0	0	2	2	0	5	14	66	496	0	0	1	0	0	1	0	0	0	0	0	0	2	9	4	2	8	5	108	48	6	1123	256	265
